piece,piece_url,Work Title,Composer,Opus/Catalogue NumberOp./Cat. No.,Key,Movements/SectionsMov'ts/Sec's,Year/Date of CompositionY/D of Comp.,Composer Time PeriodComp. Period,Piece Style,Instrumentation,Average DurationAvg. Duration
"Deborah, HWV 51 (Handel, George Frideric)",https://imslp.org/wiki/Deborah%2C_HWV_51_(Handel%2C_George_Frideric),Deborah,"Handel, George Frideric",HWV 51,,"3 acts:Act 1Scene 1: Mount Ephraim (Deborah, Barak, Israelitish Priests, People)1. Overture2. Double Chorus: Immortal Lord of earth and skies3. Recitative: O Barak, favour'd of the skies (Deborah, Barak)4. Duet: Where do thy ardours raise me? (Barak, Deborah)5. Chorus: Forbear thy doubts!6. Recitative: Since Heav'n has thus his will express'd (Barak)7. Soloists and Chorus: For ever to the voice of pray'r8. Recitative: By that adorable decree (Deborah)9. Double Chorus: O hear thy lowly servants' pray'r10. Recitative: Ye sons of Israel, cease your tears (Deborah)11. Chorus: O blast, with thy tremendous brow12. Recitative: To whomsoe'er his fate the tyrant owes13. Aria: How lovely is the blooming fair (Barak)Scene 2: Kedesh Napthali14. Recitative: O Deborah! where'er I turn my eyes (Jael, Deborah)15. Aria: Choir of angles, all around thee (Deborah)16. Recitative: My transports are too great to tell (Jael)17. Aria: To joy he brightens my despair (Jael)Scene 3: Kedesh (Abinoam, Barak, Israelites)18. Recitative: Barak, my son, the joyful sound (Abinoam)19. Aria: Awake the ardour of they breast (Abinoam)20. Recitative: I go where Heav'n and duty call (Barak)21. Aria: All danger disdaining, for battle I glow (Barak)22. Chorus: Let thy deeds be gloriousScene 4: Mount Tabor (Deborah, Barak, Israelites, Herald)23. Recitative: My charge is to declare (Herald, Barak, Deborah)24. Chorus: Despair all around them25. Chorus: Allelujah!Act 2Scene: Mount Tabor (Deborah, Barak, Abinoam, Israelites)26. Chorus: See, the proud chief advances now27. Recitative: That here rebellious arms I see (Sisera)28. Aria: At my feet extended low (Sisera)29. Recitative: Go frown, Barbarian, where thou art fear'd (Deborah)30. Aria: In Jehovah's awful sight (Deborah)31. Recitative: Yes, how your God in wonders can excel (Sisera)32. Aria: Whilst you boast the wondrous story (Sisera)33. Aira: Impious mortal, cease to brave us (Barak)34. Recitative: Behold the nations all around (Chief Priest of Baal)35. Chorus: O Baal, Monarch of the skies (Priests of Baal)36. Recitative: No more, ye infidels (Chief Priest of the Israelites)37. Double Chorus: Load of Eternity (Israelites)38. Chorus: Plead thy just cause39. Recitative: By his great Name (Deborah, Sisera)40. Soloists and Double Chorus: All your boast will end in woe(Deborah, Sisera, Priest of Baal, Baal's Priests, Israelites)41. Recitative: Great Prophetess, my soul's on fire (Barak)42. Aria: In the battle, fame pursuing (Barak)43. Recitative: Thy ardours warm the winter of my age (Abinoam)44. Aria: Swift inundation of desolation (Abinoam)45. Recitative: O Judah, with what joy I see (Isrealitish Woman)46. Aria: No more disconsolate I'll mourn (Israelitish Woman)47. Recitative: Now, Jael, to thy tent retire (Deborah)48. Aria: O the pleasure my soul is possessing (Jael)49. Recitative: Barak, we now to battle go (Deborah)50. Duet: Smiling freedom, lovely guest (Deborah. Barak)51. Chorus: The great King of Kings will aid us to-dayAct 3Scene: Kedesh52. Chorus: Now the proud insulting foe (Israelites)53. Recitative: The haughty foe whose pride to heav'n did soar (Israelitish Woman)54. Aria: Now sweetly smiling peace descends (Israelitish Woman)55. Recitative: My pray'rs are heard (Abinoam, Barak)56. Aria: Tears, such as tender fathers shed (Abinoam)57. Recitative: O Deborah, my fears are o'er (Jael)58. Chorus: Doleful tidings, how ye sound (Priests of Baal)59. Aria: Our fears are now for ever fled (Isrealitish Woman)60. Recitative: I saw the tyrant breathless in her tent (Barak, Jael)61. Aria: Tyrant, now no more we dread thee (Jael)62. Recitative: If, Jael, I aright divine (Deborah)63. Aria: The glorious sun shall cease to shed (Deborah)64. Recitative: May Heav'n with kind profusion (Barak)65. Low at her feet he bow'd, he fell (Barak)66. Recitative: O great Jehovah! may thy foes thus perish (Deborah)67. Double Chorus: Let our songs to heav'n ascendChorus: O celebrate his sacred nameChorus: Allelujah",1733-02-21 (end date),Baroque,Baroque,"CastDeborah (soprano)Barak, commander of the Israelite army (alto-castrato)Jael (soprano)Abinoam (bass)Israelitish Woman (soprano)Sisera (alto)Herald (tenor)Chief Priest of Israelites (bass)Chief Priest of Baal (bass)Mixed Chorus(SATB)priests of baal, priests of the israelites, people and army of israelOrchestra2 oboes, 2 bassoons (ripieni), 3 horns (C), 3 trumpets (C)timpani, violette all'ottava, strings (cello ripieni), continuo (harpsichord, organ)",
"Deh! lasciate e vita e volo, HWV 103 (Handel, George Frideric)",https://imslp.org/wiki/Deh!_lasciate_e_vita_e_volo%2C_HWV_103_(Handel%2C_George_Frideric),Deh! lasciate e vita e volo,"Handel, George Frideric",HWV 103,E-flat major,,,Baroque,Baroque,"alto, continuo",
"Deidamia, HWV 42 (Handel, George Frideric)",https://imslp.org/wiki/Deidamia%2C_HWV_42_(Handel%2C_George_Frideric),Deidamia,"Handel, George Frideric",HWV 42,,3 acts,1740,Baroque,Baroque,"3 sopranos, alto, 2 basses, orchestra",
"Del bel idolo mio, HWV 104 (Handel, George Frideric)",https://imslp.org/wiki/Del_bel_idolo_mio%2C_HWV_104_(Handel%2C_George_Frideric),Del bel idolo mio,"Handel, George Frideric",HWV 104,B minor,6 movements,,Baroque,Baroque,"soprano, continuo",11 minutes
"Il delirio amoroso, HWV 99 (Handel, George Frideric)",https://imslp.org/wiki/Il_delirio_amoroso%2C_HWV_99_(Handel%2C_George_Frideric),Il delirio amoroso,"Handel, George Frideric",HWV 99,D major,,,Baroque,Baroque,"soprano, recorder, strings, continuo",
"Dettingen Anthem, HWV 265 (Handel, George Frideric)",https://imslp.org/wiki/Dettingen_Anthem%2C_HWV_265_(Handel%2C_George_Frideric),"Dettingen Anthem, HWV 265","Handel, George Frideric",HWV 265,D major,5 movements,1743,Baroque,Baroque,"Voices:mixed chorusOrchestra:2 oboes, bassoon, 3 trumpets, timpani, strings, organ, pianoforte (this part is a reduction of the orchestra parts)",
"Diana cacciatrice, HWV 79 (Handel, George Frideric)",https://imslp.org/wiki/Diana_cacciatrice%2C_HWV_79_(Handel%2C_George_Frideric),Alla caccia,"Handel, George Frideric",HWV 79,D major,,1707,Baroque,Baroque,"2 soprano parts (1st is solo, 2nd is unison chorus), trumpet, 2 violins, continuo",
"Dimmi, o mio cor, HWV 106 (Handel, George Frideric)",https://imslp.org/wiki/Dimmi%2C_o_mio_cor%2C_HWV_106_(Handel%2C_George_Frideric),"Dimmi, o mio cor","Handel, George Frideric",HWV 106,B minor,,,Baroque,Baroque,"soprano, continuo",
"Ditemi, o piante, HWV 107 (Handel, George Frideric)",https://imslp.org/wiki/Ditemi%2C_o_piante%2C_HWV_107_(Handel%2C_George_Frideric),"Ditemi, o piante","Handel, George Frideric",HWV 107,E minor,,,Baroque,Baroque,"soprano, continuo",
"Dixit Dominus, HWV 232 (Handel, George Frideric)",https://imslp.org/wiki/Dixit_Dominus%2C_HWV_232_(Handel%2C_George_Frideric),Dixit Dominus,"Handel, George Frideric",HWV 232,,10,1707-04,Baroque,Baroque,"Voices:2 sopranos, alto, tenor, bass; mixed chorus (SSATB)Orchestra:strings, continuo",
"Dolc' è pur d'amor l'affanno, HWV 109a (Handel, George Frideric)",https://imslp.org/wiki/Dolc'_%C3%A8_pur_d'amor_l'affanno%2C_HWV_109a_(Handel%2C_George_Frideric),Dolc' è pur d'amor l'affanno,"Handel, George Frideric",HWV 109a,E-flat major,,,Baroque,Baroque,"alto, continuo",
"Dolc' è pur d'amor l'affanno, HWV 109b (Handel, George Frideric)",https://imslp.org/wiki/Dolc'_%C3%A8_pur_d'amor_l'affanno%2C_HWV_109b_(Handel%2C_George_Frideric),"Dolc' è pur d'amor l'affanno, HWV 109b","Handel, George Frideric",HWV 109b,G major,,,Baroque,Baroque,"Soprano, continuo",
"Dolce mio ben, HWV 108 (Handel, George Frideric)",https://imslp.org/wiki/Dolce_mio_ben%2C_HWV_108_(Handel%2C_George_Frideric),Dolce mio ben,"Handel, George Frideric",HWV 108,G minor,,,Baroque,Baroque,"soprano, continuo",
"Donna, che in ciel, HWV 233 (Handel, George Frideric)",https://imslp.org/wiki/Donna%2C_che_in_ciel%2C_HWV_233_(Handel%2C_George_Frideric),"Donna, che in ciel","Handel, George Frideric",HWV 233,,8 movements,1707-08 ca.,Baroque,Baroque,"soprano, mixed chorus (SATB), strings, continuo",
"E partirai, mia vita, HWV 111 (Handel, George Frideric)",https://imslp.org/wiki/E_partirai%2C_mia_vita%2C_HWV_111_(Handel%2C_George_Frideric),"E partirai, mia vita?","Handel, George Frideric",HWV 111,"C major (1st version), F minor (2nd version)",4 sections,,Baroque,Baroque,"soprano, continuo",
"Echeggiate, festeggiate, HWV 119 (Handel, George Frideric)",https://imslp.org/wiki/Echeggiate%2C_festeggiate%2C_HWV_119_(Handel%2C_George_Frideric),"Echeggiate, festeggiate","Handel, George Frideric",HWV 119,G minor,,,Baroque,Baroque,"Voices:3 sopranos, alto, bassOrchestra:2 recorders, 2 oboes, strings, continuo",
"Esther, HWV 50a (Handel, George Frideric)",https://imslp.org/wiki/Esther%2C_HWV_50a_(Handel%2C_George_Frideric),Esther,"Handel, George Frideric",HWV 50a,,,1718?,Baroque,Baroque,"CastEsther (soprano)Ahasuerus, King of Persia (tenor)Mordecai (tenor)Haman (bass)Israelite Woman (soprano)Priest (alto)First Israelite (tenor)Second Israelite (bass)Habdonah (bass)Persian Officer (bass)Mixed Chorus(SATB)chorus of israelites, chorus of persian soldiersOrchestra2 recorders, 2 oboes, 2 bassoons, trumpet, strings, continuo (organ, harpsichord, theorbo, harp)",
"Esther, HWV 50b (Handel, George Frideric)",https://imslp.org/wiki/Esther%2C_HWV_50b_(Handel%2C_George_Frideric),Esther,"Handel, George Frideric",HWV 50b,,"3 parts (acts):Part I1. Overture2. Recitative: 'Tis nobler far (tenor, bass)3. Aria: Pluck root and branch (bass)4. Recitative: Our souls with ardour glow (tenor)5. Chorus: Shall we the God of Israel fear? (Persians)6. Recitative: Now persecution (tenor)7. Aria: Tune your harps (tenor)8. Chorus: Shall we of servitude complain9. Aria: Praise the Lord (soprano)10. Recitative: O God, who from the suckling's mouth (tenor)11. Aria: Sing sons of praise (tenor)12. Recitative: How have our sins (alto)13. Recitative: Methings I hear (alto)14. Chorus: Ye sons of Israel, mourn15. Aria: O Jordan, sacred tide (alto)Part II16. Recitative: Why sits that sorrow? (soprano, tenor)17. Aria: Dread not, righteous Queen (tenor)18. Recitative: I go before the King (soprano)19. Aria: Tears, assist me (soprano)20. Chorus: Save us, O Lord21. Recitative: Who dares intrude (tenor, soprano)22. Duet: Who calls my parting soul (soprano, tenor)23. Aria: O beauteous Queen (tenor)24. Recitative: If I find favor (soprano)25. Aria: How can I stay (tenor)26. Recitative: With inward joy (2 tenors)27. Chorus: Virtue, truth, and innocencePart III28. Invocation: Jehovah crowned (alto)29. Chorus: He comes to end our woes30. Recitative: Now, O Queen (soprano, tenor)31. Recitative: Turn not, O Queen (bass)32. Aria: Flattering tongue, no more I hear thee33. Recitative: Guards, seize the traitor (tenor)34. Aria: How art thou fall'n (bass)35. Chorus with Soloists: The Lord our enemy has slain","1732, with revisions in 1733-37, 1740, 1751, 1757",Baroque,Baroque,"soprano, alto, 2 tenors, bass, mixed chorus (SATB), orchestra",
"Ezio, HWV 29 (Handel, George Frideric)",https://imslp.org/wiki/Ezio%2C_HWV_29_(Handel%2C_George_Frideric),Ezio,"Handel, George Frideric",HWV 29,,3 acts,1732,Baroque,Baroque,"CastEzio (alto-castrato)Fulvia (soprano)Valentiniano (alto)Onoria (alto)Massimo (tenor)Varo (bass)Orchestra2 recorders, 2 flutes, 2 oboes, 2 bassoons2 horns, trumpet, strings, continuo (cello, lute, harpsichord)",
"Fantasia in C major, HWV 490 (Handel, George Frideric)",https://imslp.org/wiki/Fantasia_in_C_major%2C_HWV_490_(Handel%2C_George_Frideric),Fantasia in C,"Handel, George Frideric",,C major,1 movement,,Baroque,Baroque,harpsichord,
"Fantasia in E minor (Handel, George Frideric)",https://imslp.org/wiki/Fantasia_in_E_minor_(Handel%2C_George_Frideric),Fantasia in E minor,"Handel, George Frideric",HWV Deest,,,,Baroque,Baroque,keyboard,
"12 Fantasias for Keyboard (Handel, George Frideric)",https://imslp.org/wiki/12_Fantasias_for_Keyboard_(Handel%2C_George_Frideric),12 Fantasias for Keyboard,"Handel, George Frideric",,,"12 fantasias:1. Fantasia in C major, Sonata HWV 5772. Fantasia in A minor3. Fantasia in C major4. Fantasia in F major5. Fantasia in D minor6. Fantasia in B major7. Fantasia in E minor8. Fantasia in G minor9. Fantasia in A major10. Fantasia in G major11. Fantasia in E major12. Fantasia in C minor",,Baroque,Baroque,harpsichord (or organ or piano),
"Faramondo, HWV 39 (Handel, George Frideric)",https://imslp.org/wiki/Faramondo%2C_HWV_39_(Handel%2C_George_Frideric),Faramondo,"Handel, George Frideric",HWV 39,,3 acts,1737/11/15 - 1737/12/24,Baroque,Baroque,"4 sopranos, 2 altos, 2 basses, orchestra",
"Figli del mesto cor, HWV 112 (Handel, George Frideric)",https://imslp.org/wiki/Figli_del_mesto_cor%2C_HWV_112_(Handel%2C_George_Frideric),"Figli del mesto cor, HWV 112","Handel, George Frideric",HWV 112,D minor,,,Baroque,Baroque,"alto, continuo",
"Figlio d'alte speranze, HWV 113 (Handel, George Frideric)",https://imslp.org/wiki/Figlio_d'alte_speranze%2C_HWV_113_(Handel%2C_George_Frideric),Figlio d'alte speranze,"Handel, George Frideric",HWV 113,B-flat major,,,Baroque,Baroque,"soprano, violin, continuo",
"Filli adorata e cara, HWV 114 (Handel, George Frideric)",https://imslp.org/wiki/Filli_adorata_e_cara%2C_HWV_114_(Handel%2C_George_Frideric),Filli adorata e cara,"Handel, George Frideric",HWV 114,G minor,,,Baroque,Baroque,"soprano, continuo",
"Flavio, re de' Longobardi, HWV 16 (Handel, George Frideric)",https://imslp.org/wiki/Flavio%2C_re_de'_Longobardi%2C_HWV_16_(Handel%2C_George_Frideric),"Flavio, re de' Longobardi","Handel, George Frideric",HWV 16,,3 acts,1723-5-7,Baroque,Baroque,CastFlavio (alto-castrato)Guido (alto-castrato)Emilia (soprano)Vitige (soprano)Teodata (contralto)Lotarioi (bass)Ugone (tenor)Orchestra,
"Floridante, HWV 14 (Handel, George Frideric)",https://imslp.org/wiki/Floridante%2C_HWV_14_(Handel%2C_George_Frideric),Floridante,"Handel, George Frideric",HWV 14,,3 acts,1721-11-28 (end date),Baroque,Baroque,"2 sopranos, 2 altos, 2 basses, orchestra",
"Flute Sonata in A minor, HWV 374 (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_A_minor%2C_HWV_374_(Handel%2C_George_Frideric),Flute Sonata in A minor,"Handel, George Frideric",HWV 374 ; Op.1 No.16,A minor,4 movementsAdagioAllegroAdagioAllegro,,Baroque,Baroque,"flute, continuo",
"Flute Sonata in B minor, HWV 367b (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_B_minor%2C_HWV_367b_(Handel%2C_George_Frideric),Flute Sonata in B minor,"Handel, George Frideric",HWV 367b ; Op.1 No.9,B minor,7 movements:Largo (19 bars)Vivace (63 bars)Presto (34 bars)Adagio (21 bars)Alla breve (97 bars)Andante (20 bars)A Tempo di Minuet (20 bars),1726 ca.,Baroque,Baroque,"flute, continuo",
"Flute Sonata in B minor, HWV 376 (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_B_minor%2C_HWV_376_(Handel%2C_George_Frideric),Flute Sonata in B minor,"Handel, George Frideric",HWV 376 ; Op.1 No.18,B minor,4 movements:AdagioAllegroLargoAllegro,,Baroque,Baroque,"flute, continuo",
"Flute Sonata in D major, HWV 378 (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_D_major%2C_HWV_378_(Handel%2C_George_Frideric),Flute Sonata in D major,"Handel, George Frideric",HWV 378,D major,4AdagioAllegroAdagioAllegro,,Baroque,Baroque,"flute, continuo",
"Flute Sonata in E minor, HWV 359b (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_E_minor%2C_HWV_359b_(Handel%2C_George_Frideric),Flute Sonata in E minor,"Handel, George Frideric",HWV 359b ; Op.1 No.1b,E minor,4 movements:I. GraveII. AllegroIII. AdagioIV. Allegro,1724 ca.,Baroque,Baroque,"flute, continuo",
"Flute Sonata in E minor, HWV 375 (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_E_minor%2C_HWV_375_(Handel%2C_George_Frideric),"Flute Sonata in E minor, HWV 375","Handel, George Frideric","HWV 375 ; Op.1 No.17 ; HG xlviii,134 ; HHA iv/3,63",E minor,4 movements:Adagio (from HWV 366)Allegro (from HWV 366)Grave (see below)Minuet (originally for harpsichord and published 1733;see below),,Baroque,Baroque,,
"Flute Sonata in E minor, HWV 379 (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_E_minor%2C_HWV_379_(Handel%2C_George_Frideric),Flute Sonata in E minor,"Handel, George Frideric",HWV 379 ; Op.1 No.1a,E minor,5 movements:LarghettoAndanteLargoAllegroPresto,,Baroque,Baroque,"flute, continuo",
"Flute Sonata in G major, HWV 363b (Handel, George Frideric)",https://imslp.org/wiki/Flute_Sonata_in_G_major%2C_HWV_363b_(Handel%2C_George_Frideric),Flute Sonata in G major,"Handel, George Frideric",HWV 363b ; Op.1 No.5,G major,5 movementsAdagioAllegroAdagioBouréeMenuetto,,Baroque,Baroque,"flute, continuo",
"Forest Music (Handel, George Frideric)",https://imslp.org/wiki/Forest_Music_(Handel%2C_George_Frideric),Forest Music,"Handel, George Frideric",,D major,2 movements,1742,Baroque,Baroque,harpsichord (or organ),
"Fra pensieri quel pensiero, HWV 115 (Handel, George Frideric)",https://imslp.org/wiki/Fra_pensieri_quel_pensiero%2C_HWV_115_(Handel%2C_George_Frideric),Fra pensieri quel pensiero,"Handel, George Frideric",HWV 115,F major,,,Baroque,Baroque,"alto, continuo",
"Fra tante pene, HWV 116 (Handel, George Frideric)",https://imslp.org/wiki/Fra_tante_pene%2C_HWV_116_(Handel%2C_George_Frideric),Fra tante pene,"Handel, George Frideric",HWV 116,C minor,,,Baroque,Baroque,"soprano, continuo",
"Fugue in G minor, HWV 605 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_G_minor%2C_HWV_605_(Handel%2C_George_Frideric),Fugue in G minor,"Handel, George Frideric",HWV 605,G minor,,1716 ?,Baroque,Baroque,harpsichord (or organ),
"Fugue in G major, HWV 606 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_G_major%2C_HWV_606_(Handel%2C_George_Frideric),Fugue in G major,"Handel, George Frideric",HWV 606,G major,124 bars,1716 ?,Baroque,Baroque,harpsichord,
"Fugue in B-flat major, HWV 607 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_B-flat_major%2C_HWV_607_(Handel%2C_George_Frideric),Fugue in B-flat major,"Handel, George Frideric",HWV 607,B-flat major,,1716 ?,Baroque,Baroque,harpsichord (or organ),
"Fugue in B minor, HWV 608 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_B_minor%2C_HWV_608_(Handel%2C_George_Frideric),Fugue in B minor,"Handel, George Frideric",HWV 608,B minor,,1716 ?,Baroque,Baroque,harpsichord,
"Fugue in A minor, HWV 609 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_A_minor%2C_HWV_609_(Handel%2C_George_Frideric),Fugue in A minor,"Handel, George Frideric",HWV 609,A minor,,1716 ?,Baroque,Baroque,harpsichord,
"Fugue in C minor, HWV 610 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_C_minor%2C_HWV_610_(Handel%2C_George_Frideric),Fugue in C minor,"Handel, George Frideric",HWV 610,C minor,,1716 ?,Baroque,Baroque,harpsichord,
"Fugue in F major, HWV 611 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_F_major%2C_HWV_611_(Handel%2C_George_Frideric),Fugue,"Handel, George Frideric",HWV 611,F major,,,Baroque,Baroque,harpsichord,
"Fugue in E major, HWV 612 (Handel, George Frideric)",https://imslp.org/wiki/Fugue_in_E_major%2C_HWV_612_(Handel%2C_George_Frideric),Fugue,"Handel, George Frideric",HWV 612,E major,,,Baroque,Baroque,keyboard,
"6 Fugues, HWV 605-610 (Handel, George Frideric)",https://imslp.org/wiki/6_Fugues%2C_HWV_605-610_(Handel%2C_George_Frideric),6 Fugues for the Organ or Harpsichord,"Handel, George Frideric",HWV 605-610,,"6 fugues:1.Fugue in G minor, HWV 6052.Fugue in G major, HWV 6063.Fugue in B-flat major, HWV 6074.Fugue in B minor, HWV 6085.Fugue in A minor, HWV 6096.Fugue in C minor, HWV 610",1716 ?,Baroque,Baroque,"keyboard (probably harpsichord; see below, Comments)",
